fid,OBJECTID,Name,Contact,Address,Longitude,Lattitude
1224,113026,The Educators,,"Block A, Faysal Town, Abul-ul-Asphani Road,, Lahore, Pakistan",74.3048447,31.4861128
1225,113047,CENTRE FOR SOUTH ASIAN STUDIES,+92 42 99231143,"New Campus,, University of the Punjab, Lahore, Pakistan",74.303627,31.500363
1226,113049,SBS,+92 333 4739259,"University of the Punjab, Lahore, Pakistan",74.3042278,31.5018044
1227,113050,Pakistan Study Center,+92 42 99231148,"Lahore, Pakistan",74.3040508,31.5010863
1228,113063,Altaleem School,+92 42 37566960,"Lahore, Pakistan",74.3034714,31.52131082
1229,113098,Al Jannat School,,"Lahore, Pakistan",74.3038116,31.5283696
1230,113116,Iqbalian Way Public School,,"Third Roundabout, Lahore, Pakistan",74.3032461,31.530263
1231,113128,Huda Foundation school,,"Third Roundabout, Lahore 54000, Pakistan",74.3026507,31.5310071
1232,113129,Native School System,,"Third Roundabout, Lahore, Pakistan",74.3023692,31.5309165
1233,113138,Pakistan Grammar School,,"86 Ghazali Rd, Lahore 54500, Pakistan",74.302647,31.5313181
1234,113145,The Educator,,"Ghazali Rd, Lahore 54000, Pakistan",74.3041368,31.5333593
1235,113168,Selford School System,+92 42 37562223,"147 Ghazali Rd, Lahore 54000, Pakistan",74.305075,31.53531
1236,113177,PARADISE ACADEMY,+92 344 6542543,"138, Ghazali Rd, Lahore, Pakistan",74.30464671,31.53545276
1237,113185,Al-sibgha,,"Ghazali Rd, Lahore, Pakistan",74.3049236,31.5362295
1238,113226,"Govt. Junior Model School, Samanabad.",,"Samanabad, Lahore, Pakistan",74.3051881,31.5389868
1239,113251,Govt School for Physically Disable Children,,"Poonch house quarters, Poonch Rd, Lahore 54000, Pakistan",74.3040133,31.5518264
1240,113285,Rana Science Secondary High School,,"Main Blvd, Block A, Faisal Town, Lahore, Punjab, Lahore, Pakistan",74.30566609,31.48440973
1241,113301,American Lycetuff School,+92 42 35174882,"14 Usmani Rd, Lahore, Pakistan",74.3059088,31.4875415
1242,113303,The City School Model Town Junior,+92 42 35218829,"12-L، 40-L Usmani Road، Lahore 54700, Pakistan",74.3062117,31.4878975
1243,113321,Chemistry Department,,"Lahore, Pakistan",74.3056977,31.5015985
1244,113323,Centre for Undergraduate Studies,+92 333 4739259,"Lahore, Pakistan",74.3060464,31.5020468
1245,113333,UGI Head Office,,"Block D, Lahore, Pakistan",74.3056524,31.5115001
1246,113336,City District Govt High School Wahdat Colony,,"Wahdat Colony, Lahore, Pakistan",74.3059739,31.5138342
1247,113337,LGS 103-A New Muslim Town Lahore,+92 42 35860066,"Postal Colony, Lahore, Pakistan",74.3069815,31.5122618
1248,113343,Govt. Pilot Secondary School,,"Wahdat Colony, Lahore 54600, Pakistan",74.3070546,31.5170395
1249,113348,Al-Munawar School,,"Shah Kamal, Lahore, Pakistan",74.3060273,31.5254569
1250,113350,Little Angels High School,+92 321 4095640,"Lahore, Pakistan",74.3065697,31.5275969
1251,113352,Govt Salmania High School,,"Jinnah Colony, Samanabad Town, Lahore, Punjab, Lahore, Pakistan",74.30564,31.53276
1252,113386,School,+92 42 37562223,"147 Ghazali Rd, Lahore 54000, Pakistan",74.30533111,31.53730899
1253,113433,Madarsa Tul Uloom AnNabaviya,,"Islamia Park, 1-a Fasih Road, Lahore, Punjab, Lahore, Pakistan",74.3054908,31.5476163
1254,113436,PLHR14 VU campus,+92 42 35244784,"Poonch Rd, Lahore, Pakistan",74.3044505,31.5525807
1255,113478,Les Anges Montessori Academy - 72 L,+92 42 35168044,"72, Lahore, Pakistan",74.3069561,31.4859253
1256,113511,COE in Solid State Physics,+92 42 99231136,"Pakistan, Lahore, Pakistan",74.3079056,31.5006527
1257,113512,Department of Library & Information Science,,"Canal Bank Rd, Lahore, Pakistan",74.30843,31.5012572
1258,113544,The City School Muslim Town Juniors,+92 42 35861468,"100-A، Muslim Town Junior Branch، Lahore 54600, Pakistan",74.3075296,31.5122573
1259,113545,Unique Science Academy (99-A),,"Block A, Lahore, Pakistan",74.3080771,31.5119297
1260,113548,The city school ( boys campus),+92 42 35881175,"Block A, Lahore, Pakistan",74.3087986,31.5129473
1261,113549,The City School Muslim Town Campus,+92 42 35881175,"A, 105 Wahdat Rd, Lahore, Pakistan",74.3088841,31.5131865
1262,113552,PEC,,"Wahdat Colony, Lahore, Pakistan",74.3074213,31.5153461
1263,113553,CDG Boys High School Wahdat Colony,,"Wahdat Colony, Lahore, Pakistan",74.3074213,31.5153461
1264,113654,Heritage School System,,"M Block, Lahore, Pakistan",74.310118,31.485392
1265,113655,Heritage Islamic School,+92 42 35166918,"427 m ext, Model Town, Lahore, Pakistan",74.3101258,31.4853786
1266,113659,Iqra Huffaz School,+92 42 35914915,"40-L Usmani Rd, Lahore 54700, Pakistan",74.3092778,31.4913171
1267,113661,Unique High School,,"19 Usmani Rd, Lahore, Pakistan",74.3095936,31.4916383
1268,113683,Dar-e-Arqam School,,"D، Street 50، Lahore, Pakistan",74.3098078,31.5058395
1269,113698,Shaikha Fatima Institute of Nursing and Health Sciences,,"Shaikh Zayed Medical Complex, Khayaban-e-Jamia Punjab, Lahore, Pakistan",74.3092114,31.5091268
1270,113702,Unique High School 93 A,,"Block A, Lahore, Pakistan",74.3093106,31.510965
1271,113703,"The Educators, Sahar Campus I",+92 42 35861390,"135-A New Muslim Town، Lahore 54000, Pakistan",74.309203,31.511448
1272,113706,Unique Group Of Institutions(93-A),,"Block A, Lahore, Pakistan",74.309372,31.5110665
1273,113713,Unique Institute of Technology,+92 345 4409788,"107 Wahdat Rd, Lahore 54000, Pakistan",74.3095359,31.5132232
1274,113714,The City School Muslim Town Juniors 100-A Wahdat Road Lahore,+92 42 35861468,"A,, 100 Wahdat Rd, Lahore, Pakistan",74.30927426,31.51358095
1275,113715,The City School Muslim Town Girls Campus,+92 42 35947710,"110-A Muslim Town Wahdat Road Lahore.، Lahore, Pakistan",74.3099668,31.5137627
1276,113720,The city school girls campus,,"The, Govt Girls High School, Jamshoro, Pakistan",74.3102316,31.5136001
1277,113739,Rising Scholar's Cambridge School,+92 300 9487889,"Mahmood Rd, Lahore, Pakistan",74.3096231,31.5341746
1278,113767,Students Paradise High School,+92 333 4427610,"Tipu Sultan Road, Lahore, Pakistan",74.3090853,31.5397091
1279,113778,Royal Balsam House School,,"Rasool Park, Lahore, Pakistan",74.310413,31.5418351
1280,113780,Coaching Foundation School,+92 42 35466899,"Bagh Gul Begum, Lahore, Pakistan",74.3092372,31.5438747
1281,113858,Unique High School,,"106, Wahdat Rd, Block A, Mulsim Town, Lahore, Punjab, Lahore, Pakistan",74.3111342,31.5142385
1282,113869,wahdat colony,+92 42 56589545,"Wahdat Colony, Lahore, Pakistan",74.312103,31.5166473
1283,113898,Allied School Junior Campus Daffodills,+92 42 37740557,"48 Near TMA Office,Samnabad, Lahore, Lahore, Pakistan",74.311679,31.5406967
1284,113964,OffLine Coaching Centre,+92 315 6515564,"House # 267,, Lahore, Pakistan",74.3125588,31.4911971
1285,113996,Standard Model School,,"New Muslim Town, Lahore, Pakistan",74.3136161,31.5104219
1286,114040,Government Shahab-ud-Din Girls High School,,"Shah Kamal Rd, Lahore, Pakistan",74.3131962,31.521026
1287,114070,School for Advanced Studies,+92 42 37588000,"Shama Road, Lahore, Pakistan",74.3133393,31.5412899
1288,114079,Students Paradise School,,"Fateh Sher Rd, Lahore, Pakistan",74.31297145,31.54749023
1289,114080,Adabistan-e-Soophia School For Boys & Girls,+92 42 37539332,"31-Bahawalpur Road Mozang Chungi, Lahore 54000, Pakistan",74.3132947,31.5496744
1290,114269,The Knowledge School System,,"6 - Wahdat Link Road, Lahore 54600, Pakistan",74.3143395,31.5203938
1291,114276,Govt. Atiqa Model Primary School,,"6 - Wahdat Link Road, Lahore, Pakistan",74.3147361,31.5208923
1292,114284,Nobel Education Center,,"Ichra, Lahore, Pakistan",74.3146559,31.5275823
1293,114287,Kinzul Eman High School,,"Ichra, Lahore, Pakistan",74.31585841,31.52766179
1294,114308,"Ghazi Scholars High School , Fatima Street",,"Ichra, Lahore, Pakistan",74.3152893,31.5371854
1295,114309,GSF School,,"Ichhra, Lahore, Pakistan",74.3154368,31.537382
1296,114315,Goverment Girls High School,,"New Mazang, Lahore, Pakistan",74.3152142,31.5430272
1297,114477,Uzma Academy,,"E,, 154 R Block, Lahore, Pakistan",74.3162009,31.4854878
1298,114478,Bloomfield Hall School,+92 42 35862300,"82-E Model Town, Lahore 44000, Pakistan",74.316673,31.486082
1299,114485,Ideal Muslim School Boys,+92 42 35852611,"Block E, Lahore, Pakistan",74.3165864,31.4864942
1300,114486,Dar-ul-hoda,,"Block E, Lahore, Pakistan",74.3163222,31.4868296
1301,114572,Al-Barakah School - Girls Hifz Branch,+92 42 35852770,"92, Liaqat Baloach St, Lahore, Pakistan",74.3174297,31.51563
1302,114615,jamia faisal lil banat,,"Model Town, Lahore, Pakistan",74.3168858,31.5221432
1303,114628,Umar Tufail Software Works,+92 345 7490674,"Lahore, Pakistan",74.3162652,31.5242183
1304,114631,KIPS SCHOOL,+92 42 35177263,"263/E, Johar Town، Khayaban-e-Firdousi, لاہور",74.3161603,31.5284328
1305,114773,Ubqari Dars,,"Jail Road, Lahore, Pakistan",74.316108,31.5484478
1306,114846,Children's School,,"4-D, Service Rd, Lahore, Pakistan",74.3188358,31.4874958
1307,114864,Lahore School Of Animation,,"Attaturk Block, Lahore, Pakistan",74.3190205,31.4959142
1308,114874,Kips College Garden Town Campus,+92 42 35941922,"12- Lahore، Aibak Street، Lahore, Pakistan",74.31829661,31.4988233
1309,114909,Leicester College of Technology (LCT),,"40, Lahore, Pakistan",74.3190216,31.5028052
1310,114987,United Foundation School,,"Rehmanpura Colony, Lahore, Pakistan",74.31732865,31.51837141
1311,115041,Beacon Islamic School System,,"43-A Sultan Ahmed Rd, Lahore, Pakistan",74.3180761,31.5277541
1312,115219,Rahimia Institute of Quranic Sciences,,"33-A Queen's Road, Lahore, Pakistan",74.31838675,31.54982345
1313,115325,SKANS School of Accountancy,+92 42 35844311,"33, Sher Shah Block, Lahore 54000, Pakistan",74.3212853,31.4965761
1314,115384,Preston University (Technology Campus),,"Ahmed Block, Lahore, Pakistan",74.3203043,31.5120866
1315,115387,The Bridges School,+92 42 35844869,"152 Canal Bank Service Rd, Lahore, Pakistan",74.3211249,31.5129298
1316,115456,Nawa Madrissa School,,"43-A Sultan Ahmed Rd, Lahore, Pakistan",74.3200132,31.5262379
1317,115458,Leeds Academy High School,,"Lahore, Pakistan",74.3207315,31.5294948
1318,115532,Govt ND Islamia High School,+92 303 6868268,"New Samanabad, Samanabad Town, Lahore, Punjab, Lahore, Pakistan",74.32,31.5349
1319,115557,CIMS Corporate Office,,"Lahore, Pakistan",74.32051466,31.53512434
1320,115580,FG Girls Primary School,+92 42 37578209,"Plot 61, Ferozpur Rd, Shershah Colony, Ichhra, Lahore, Punjab, Lahore, Pakistan",74.32023478,31.53603278
1321,115643,"Lahore Literati Montessori School, Luqman Campus",+92 42 37423043,"Jail Road, Lahore, Pakistan",74.3203425,31.5420065
1322,115658,Lahore Scholar's School,,"Lahore, Pakistan",74.3188424,31.5439768
1323,115742,Dar-ul-Mussarat,,"17 Waris Rd, Lahore, Pakistan",74.3201602,31.5499681
1324,115748,Lucie Harrison Girls High School,,"17 Waris Rd, Lahore, Pakistan",74.3204375,31.5491492
1325,115754,Saint Peter's High School,,"Waris Rd, Mozang, Lahore, Punjab, Lahore, Pakistan",74.3198714,31.5501796
1326,115786,Dar-e-Arqam Schools,+92 42 35201557,"57-L, Model Town, Lahore 54000, Pakistan",74.322895,31.4887638
1327,115795,Comprehensive Learning School,,"G, 12 Model Town Circular Road, Lahore, Pakistan",74.32306483,31.48820293
1328,115800,ABCD Learning School,+92 42 35861837,"D 54700, 174 Model Town Circular Road, Lahore, Pakistan",74.32256553,31.49387518
1329,115805,Special Education School,,"31, Lahore, Pakistan",74.321904,31.4964578
1330,115867,JPS School System,,"Main Boulevard Garden Town, Lahore, Pakistan",74.32232,31.5020285
1331,115898,National Officers Academy,,"Faiz Rd, Lahore, Pakistan",74.3216544,31.51939368
1332,115984,Unique Science Academy,,"Ferozepur Rd, Lahore, Pakistan",74.32157753,31.52982217
1333,116080,central college,,"Khayaban-e-Jamia Punjab, Lahore, Pakistan",74.3222097,31.535534
1334,116085,Allied School System,+92 42 37422285,"link road shadman, Lahore, Pakistan",74.3214992,31.5386567
1335,116091,Riaz-ul-Atfal High School,,"GOR3, Shadman, Lahore, Punjab, Lahore, Pakistan",74.32161,31.53892
1336,116148,marrie adilade school,,"Lahore, Pakistan",74.3212662,31.5457971
1337,116258,BELS COLLEGE,+92 42 35914568,"Faiz Rd, Lahore, Pakistan",74.324122,31.5185434
1338,116267,Lahore Institute of Animation & Design,+92 42 35440961,"Noon Avenue, Lahore, Pakistan",74.32469286,31.51846903
1339,116272,The Bridges School,,"152, Punjab College for Women, Lahore, Pakistan",74.3248829,31.5170526
1340,116400,PSRD Computer Training Centre,,"Lahore, Pakistan",74.3228273,31.5287315
1341,116419,Allied School Shah Jamal Campus,+92 42 37502002,"42- Shah Jamal, Near Police Station، شاہ جمال روڈ، Lahore, Pakistan",74.3236126,31.5302473
1342,116443,Zikria School,,"Aslam St, Lahore, Pakistan",74.3231668,31.533726
1343,116467,Rao Foundation High School,,"Zaildar Park, Shadman, Lahore, Punjab, Lahore, Pakistan",74.3225761,31.5357859
1344,116485,Elite School System,+92 42 37560229,"286-A, 1 Shadman Rd, Lahore, Pakistan",74.3246931,31.5422166
1345,116503,Provincial health Department Centre,,"Birdwood Road, Lahore, Pakistan",74.32355094,31.54694506
1346,116643,"SILK School, The Laureate Lahore Campus",+92 42 35889434,"152-Ali Block New Garden Town، Lahore 54000, Pakistan",74.325688,31.504639
1347,116644,"SILK School, The Laureate Campus",,"16 54000, N-Block, Scholars Loop, Lahore 54000, Pakistan",74.3257717,31.5047581
1348,116649,The Laureate Lahore,+92 42 35864645,"152- Ali Block New Garden Town, Lahore 54000",74.3256259,31.5047322
1349,116658,national college,,"A Block, Golding Rd, Lahore, Pakistan",74.325217,31.5096359
1350,116712,Imamia Student Organization,,"NEXET Pakistan, Lahore, Pakistan",74.32447847,31.51999955
1351,116720,Main Office Campus 8 PGC,,"Lahore, Pakistan",74.3260701,31.5215009
1352,116798,Aapa Nisar Fatima Model Girls High School,,"Shadman, Lahore, Punjab, Lahore, Pakistan",74.3249494,31.5284194
1353,116802,Iqra School,+92 321 4039378,"Shadman, Lahore, Punjab, Lahore, Pakistan",74.3250706,31.5294638
1354,116810,iqra rauzatul atfal trust,+92 42 37593132,"Shah Jamal Colony, Lahore, Pakistan",74.3245073,31.5320748
1355,116837,Kids Galaxy high school,,"Kacha Lawrence Rd, Lahore, Pakistan",74.3265478,31.5491612
1356,116842,Suffa Grammar School,+92 42 36374577,"4 Mason Road, Lahore 54000, Pakistan",74.325537,31.550199
1357,116892,Door of Awareness,+92 42 35852888,"105 Block J, Lahore, Pakistan",74.3285199,31.4990307
1358,117024,Jinnah High School,,"Fazlia Colony, Shadman, Lahore, Punjab, Lahore, Pakistan",74.32566,31.52117
1359,117026,City District Govt Boys Primary School,,"Fazlia Colony, Shadman, Lahore, Punjab, Lahore, Pakistan",74.3268378,31.5246704
1360,117036,Yousuf Academy,,"Shah Jamal Rd, Lahore, Pakistan",74.3278464,31.5298344
1361,117040,Educators,,"Shadman, Lahore, Pakistan",74.32787191,31.53121711
1362,117044,American Lystuff School,,"Shah Jamal Colony, Lahore, Pakistan",74.3275201,31.5309305
1363,117046,American Lycetuff Shah Jamal Junior,,"Shah Jamal Colony, Lahore, Pakistan",74.3274896,31.53111
1364,117054,MQ School System,,"Shadman, Lahore, Pakistan",74.3278849,31.5315524
1365,117058,Stepping Stone School,,"Shah Jamal Colony, Lahore, Pakistan",74.328475,31.5320645
1366,117121,Lahore Literati School,+92 314 4731829,"112, Shadman Rd, Shadman Colony 1, Shadman, Lahore, Punjab, Lahore, Pakistan",74.3286798,31.5410002
1367,117122,The City School Nursery Shadman,,"Shadman, Lahore, Pakistan",74.3287253,31.54071
1368,117157,Playground Government Model Boys High School,,"Model Town, Lahore, Pakistan",74.3294835,31.4874323
1369,117159,Govt. Model High Sohool (Boys),,"Model Town Circular Rd, Lahore, Pakistan",74.3303365,31.486377
1370,117185,The New School,,"Block B, Lahore, Pakistan",74.3295116,31.4898407
1371,117198,Punjab Cadet School System,+92 42 35854126,"Block C, Lahore, Pakistan",74.3301056,31.4923131
1372,117229,Allied School,+92 42 35911031,"164-A, Ali Block, behind Zainab hospital, Lahore., Lahore, Pakistan",74.3291026,31.5044343
1373,117233,The City School,,"7-A Main Boulevard Garden Town, Lahore 54700, Pakistan, Lahore, Pakistan",74.3289684,31.503866
1374,117234,The City School Boulevard Campus Kalma Chowk,+92 42 35911102,"3 Ali Block, Main Boulevard Garden Town, Lahore, Pakistan",74.3290611,31.5039849
1375,117235,Hajvery Shorthand & Typing Institute,+92 345 4655266,"M.A.O, College Chowk, Sahiwal, Pakistan",74.3290611,31.5039849
1376,117240,Beaconhouse School System,,"112 Main Boulevard Garden Town, Lahore 54700, Pakistan",74.3296033,31.5054227
1377,117270,blessed Islamic Grammar School,+92 314 3416422,"Service Rd, Lahore, Pakistan",74.32751479,31.5216419
1378,117273,Dandy School Of Fashion Desgning,,"h, 96 R Block, Lahore, Pakistan",74.3294238,31.5251994
1379,117287,Rabia Foundation School,,"54000,, 725 Shadman Rd, Lahore 54000, Pakistan",74.329973,31.533801
1380,117304,Shahid Sethi Academy,+92 300 9860127,"Shadman, Lahore, Pakistan",74.3293149,31.5374677
1381,117310,Saida Waheed FMH College Of Nursing,+92 336 5004487,"Shadman, Lahore, Pakistan",74.3289732,31.538399
1382,117368,The Knowledge School Royal Campus,+92 300 4786902,"Shadman, Lahore, Pakistan",74.3289158,31.5416485
1383,117388,"Lahore Literati Montessori School, Johar Campus",+92 42 37421582,"Shahrah Aiwan-e-Sanat-o-Tijarat, Lahore, Pakistan",74.3296525,31.5434398
1384,117439,Govt. F.D. Model High School,+92 42 35852451,"45-A Tippu Block New Garden Town, Lahore, Pakistan",74.3305988,31.50201
1385,117522,Govt Bashir High School,,"Block B2, Gulberg, Lahore, Punjab, Lahore, Pakistan",74.3311,31.51501
1386,117538,Ibtisam Grammar High School,+92 42 37563311,"230, E Block, Lahore, Pakistan",74.3318946,31.5221473
1387,117542,Bloomfield Hall School,+92 42 37569112,"161A, Shah Jamal, Lahore 54000, Pakistan",74.330727,31.528781
1388,117548,Care Foundation,+92 42 111 333 273,"599 Shadman Colony No. 1, Lahore 54000, Pakistan",74.330609,31.534496
1389,117550,Crescent Model Higher Secondary School,+92 320 9941471,"a, 930 Shadman Rd, Lahore, Pakistan",74.3310697,31.5337844
1390,117603,FRESH Foundation (Green Meadows Schools),,"32, Shadman Road,Shadman I، Lahore, Pakistan",74.3310194,31.540658
1391,117645,Jinnah Foundation School,,"Block A, Lahore, Pakistan",74.3324446,31.4855094
1392,117701,The Right School,+92 42 35883001,"Ferozepur Rd, Lahore, Pakistan",74.3324155,31.5036576
1393,117755,LGS 1-Shah Jamal,+92 42 35403614,"Shah Jamal Rd, Lahore, Pakistan",74.33286248,31.52763978
1394,117836,House of Education School,,"Service Road Jail Road Near APWA College, Service Rd, Lahore, Pakistan",74.3327156,31.5426146
1395,117847,govt nd islamia high school ichra,,"Lahore, Pakistan",74.3324662,31.5488801
1396,117886,Unique High School,,"65l,gullberg3,, Lahore, Pakistan",74.33481,31.5027
1397,117892,Bloomfield Hall School,,"Block L, Lahore, Pakistan",74.3331843,31.5028155
1398,117918,"Kids Kampus, Qaddafi",+92 42 35762091,"32-E/1, Gulberg، Shahrah-e-Hazrat Imam Hussain، Lahore, Pakistan",74.335546,31.516067
1399,117995,Salamat Elementary & Salamat Boys,+92 42 35762061,"23, Lahore, Pakistan",74.3370272,31.5163529
1400,118002,Alma Mater School,+92 42 35712586,"Gulberg III، Main Gulberg, Aisha Siddiqua Rd,، Lahore, Pakistan",74.3356499,31.5303636
1401,118022,Shajar Trust,,"170 Mustafabad City, Lahore, Pakistan",74.3386728,31.493809
1402,118025,"The Educators, Gulberg Campus",,"Block M, Lahore, Pakistan",74.33802437,31.49356752
1403,118104,EVS Training Institute Lahore,+92 42 111 685 822,"349 Ferozepur Road, Lahore 75300, Pakistan",74.336982,31.492203
1404,118114,CDG Boys Primary School,+92 42 35842554,"Bhabra, Lahore, Pakistan",74.3366835,31.4935856
